team_id,player_id
11270,732090
11270,868985
11270,871173
11270,871196
11270,870501
11270,880840
11270,736519
11270,824954
11270,878073
11270,872240
11270,824946
11270,716092
11270,824952
11270,871174
11270,872239
11270,824951
11270,868990
11270,725483
11270,537246
11270,824953
11270,868994
11270,868995
11270,537273
11270,755311
11270,597678
11270,868996
11270,490196
11270,829324
11271,732022
11271,370166
11271,869006
11271,869019
11271,767216
11271,597649
11271,870185
11271,869004
11271,870502
11271,537314
11271,872482
11271,738830
11271,755333
11271,870505
11271,825085
11271,725481
11271,362274
11271,732078
11271,495283
11271,870506
11271,871200
11271,592091
11271,829924
11271,593765
11271,732024
11271,490175
11271,870503
11271,870504
11271,869018
11275,869000
11275,736515
11275,490933
11275,732029
11275,825075
11275,869832
11275,598352
11275,597680
11275,640743
11275,640750
11275,738967
11275,869002
11275,819336
11275,818417
11275,597674
11275,821394
11275,640708
11275,732028
11275,821422
11275,537236
11275,540989
11275,878096
11275,362389
11275,826344
11275,871199
11275,871309
23845,598397
23845,537260
23845,872196
23845,873748
23845,868981
23845,868982
23845,871933
23845,825232
23845,537247
23845,537237
23845,870200
23845,825239
23845,825078
23845,795603
23845,868991
23845,543506
23845,732074
23845,821420
23845,640700
23845,816072
23845,868987
23845,490937
23845,644262
23845,537240
23845,871931
23845,868986
26580,370261
26580,598708
26580,870507
26580,732073
26580,795599
26580,869963
26580,592096
26580,869636
26580,537234
26580,869962
26580,732027
26580,869787
26580,871293
26580,598355
26580,490452
26580,825079
26580,593750
26580,825090
26580,597668
26580,869014
26580,732017
26580,370200
26580,824961
26580,829928
26580,490150
26580,370203
26580,732016
26580,490490
26581,592092
26581,735931
26581,732084
26581,869005
26581,490160
26581,829926
26581,537244
26581,732082
26581,490162
26581,640768
26581,490941
26581,732086
26581,725494
26581,732012
26581,490447
26581,593735
26581,870192
26581,869007
26581,370177
26581,870191
26581,882096
26581,821408
26581,593736
26581,537274
26582,868992
26582,598539
26582,868977
26582,593762
26582,725480
26582,868979
26582,537263
26582,873747
26582,640736
26582,537272
26582,490191
26582,870188
26582,490174
26582,370192
26582,732091
26582,872199
26582,598541
26582,868978
26582,598417
26582,870818
26582,537281
26582,755319
26582,542220
26582,490453
26582,829391
26582,490462
26582,825084
26582,540985
26583,490449
26583,380557
26583,490149
26583,490484
26583,868999
26583,869001
26583,640711
26583,537235
26583,870189
26583,824948
26583,490133
26583,870190
26583,732079
26583,490481
26583,370174
26583,825073
26583,490485
26583,490446
26583,868993
26583,490195
26583,824950
26583,732013
27349,872110
27349,732018
27349,857561
27349,870186
27349,490450
27349,737287
27349,871937
27349,873751
27349,868997
27349,490478
27349,870187
27349,640704
27349,640760
27349,824958
27349,829258
27349,593764
27349,736518
27349,490142
27349,490144
27349,732077
27349,537259
27349,370194
27349,871198
27349,640706
27349,824959
27349,640754
27349,869600
27349,868998
27349,490488
27349,871197
27349,869601
23845,598362
26580,540988
26582,490931
